year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2018,6747,LOS JARDINES DE SABATINI,CUESTA SAN VICENTE NUM 16 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,28/11/2018,No programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4210119,-3.7148338,Moncloa-Aravaca,,,
2018,6748,ALIMENTACION,CUESTA SAN VICENTE NUM 22 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,15/10/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.42066,-3.71547,Moncloa-Aravaca,,,
2018,6749,MUNDOLICOR,CUESTA SAN VICENTE NUM 22 ,472502 - COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO,23/10/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.42066,-3.71547,Moncloa-Aravaca,,,
2018,8564,TUTTI FRUTTI,CUESTA SAN VICENTE NUM 22 ,472903 - COMERCIO AL POR MENOR DE HELADOS CON OBRADOR SIN BARRA DE DEGUSTACION,23/08/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.42066,-3.71547,Moncloa-Aravaca,,,
2018,5718,SIN ESPECIFICAR,CUESTA SAN VICENTE NUM 40 ,"471901 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",13/06/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4205616,-3.7177678,Moncloa-Aravaca,,,
2019,4032,KEBAB Y BROASTER,CUESTA SAN VICENTE NUM 8 ,561004 - BAR RESTAURANTE,25/01/2019,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,2018,6750,16/07/2018,No programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.421431,-3.7142519,Moncloa-Aravaca,,,
2018,8561,ALIMENTACION Y FRUTOS SECOS,CUESTA SAN VICENTE NUM 8 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,06/11/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.421431,-3.7142519,Moncloa-Aravaca,,,
2019,1032,HOTEL OPERA,CUESTA SANTO DOMINGO NUM 2 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,14/06/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4190343,-3.7100045,Centro,,,
2018,8416,GOIKO GRILL,GLORIETA BILBAO NUM 3 ,561001 - RESTAURANTE,03/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4295466,-3.7022065,Chamberí,,,
2018,3352,CAFETERA JARA,GLORIETA CAMPANAR NUM 4 ,561006 - CAFETERIA,25/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4310937,-3.6672951,Salamanca,,,
2018,8288,CARREFOUR MARKET,GLORIETA CUATRO CAMINOS NUM 4 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",02/10/2018,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4473587,-3.704466,Tetuán,,,
2018,8289,CARREFOUR MARKET,GLORIETA CUATRO CAMINOS NUM 4 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,02/10/2018,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4473587,-3.704466,Tetuán,,,
2019,2381,DON FRUTA,GLORIETA EMBAJADORES NUM 3 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",20/03/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,4074,21/09/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4050308,-3.7017235,Arganzuela,,,
2019,2382,DON FRUTA,GLORIETA EMBAJADORES NUM 3 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,03/05/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,4075,21/09/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4050308,-3.7017235,Arganzuela,,,
2019,1724,BAR EL PORTILLO,GLORIETA EMBAJADORES NUM 5 ,561004 - BAR RESTAURANTE,10/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,2018,2841,07/05/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.4044291,-3.7025434,Arganzuela,,,
2018,1348,LA RINCONADA,GLORIETA EMBAJADORES NUM 6 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,06/03/2018,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4044753,-3.7025642,Centro,,,
2018,1349,LA RINCONADA,GLORIETA EMBAJADORES NUM 6 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",06/03/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4044753,-3.7025642,Centro,,,
2018,6183,MI HELADERIA,GLORIETA EMBAJADORES NUM 7 ,561007 - CHOCOLATERIA/SALON DE TE Y HELADERIA,21/09/2018,Programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4044189,-3.7028605,Arganzuela,,,
2019,3992,CENTRO MAYORES LOS CARMENES,GLORIETA LOS CARMENES NUM 2 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,27/02/2019,Programada,Prioridad alta,Favorable condicionado,Alta,comedor social,2018,6681,23/05/2018,Programada,Prioridad alta,Favorable condicionado,Alta,Sin cambios,40.3947964,-3.7435343,Latina,Centro público,,
2019,3991,CENTRO MAYORES LOS CARMENES,GLORIETA LOS CARMENES NUM 2 ,561006 - CAFETERIA,07/05/2019,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,2018,6680,08/05/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.3947964,-3.7435343,Latina,,,
2018,5121,RICAMENTE,GLORIETA MAR CARIBE NUM 5 ,563005 - BAR SIN COCINA,05/04/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.45493,-3.6229075,Hortaleza,,,
2018,6415,DPERRI HOT DOG,GLORIETA MIGUEL RUBIALES NUM 1 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,17/04/2018,No programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4529722,-3.7062099,Tetuán,,,
2018,3004,JAMAICA COFFEE SHOP,GLORIETA PINTOR SOROLLA NUM 4 ,561006 - CAFETERIA,17/12/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.3861511,-3.6706996,Chamberí,,,
2018,5270,AHORRAMAS,GLORIETA PRADERA DE VAQUERIZAS NUM 1 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",07/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.490048,-3.7215746,Fuencarral-El Pardo,,,
2018,5271,AHORRAMAS,GLORIETA PRADERA DE VAQUERIZAS NUM 1 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,07/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.490048,-3.7215746,Fuencarral-El Pardo,,,
2018,5272,AHORRAMAS,GLORIETA PRADERA DE VAQUERIZAS NUM 1 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,07/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.490048,-3.7215746,Fuencarral-El Pardo,,,
2018,5273,AHORRAMAS,GLORIETA PRADERA DE VAQUERIZAS NUM 1 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,07/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.490048,-3.7215746,Fuencarral-El Pardo,,,
2018,5274,AHORRAMAS,GLORIETA PRADERA DE VAQUERIZAS NUM 1 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,07/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.490048,-3.7215746,Fuencarral-El Pardo,,,
2019,1295,COLEGIO SANTO DOMINGO,GLORIETA PRESIDENTE GARCIA MORENO NUM 3 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,21/01/2019,Programada,Prioridad media,Favorable,Media,comedor social,2018,2121,05/03/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,Mejora,40.4468279,-3.7148015,Moncloa-Aravaca,Centro privado,Centro Mixto,
2018,1283,CAFE & TE,GLORIETA PUERTA DE TOLEDO NUM 4 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,13/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4063161,-3.7122491,Arganzuela,,,
2018,1284,CAFE & TE,GLORIETA PUERTA DE TOLEDO NUM 4 ,"472405 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",13/09/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4063161,-3.7122491,Arganzuela,,,
2018,1285,CAFE & TE,GLORIETA PUERTA DE TOLEDO NUM 4 ,561004 - BAR RESTAURANTE,13/09/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4063161,-3.7122491,Arganzuela,,,
2018,4458,HOTEL PUERTA DE TOLEDO,GLORIETA PUERTA DE TOLEDO NUM 4 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,13/02/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4063161,-3.7122491,Arganzuela,,,
2018,4459,HOTEL PUERTA DE TOLEDO,GLORIETA PUERTA DE TOLEDO NUM 4 ,561006 - CAFETERIA,13/02/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4063161,-3.7122491,Arganzuela,,,
2019,172,COMEDOR C.P. ISAAC PERAL,GLORIETA RUFINO NOVALVOS NUM 5 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,11/03/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.3863029,-3.7308902,Carabanchel,Centro público,Centro Mixto,
2019,3148,BAR-CHURRERIA LOS MADRILEÑOS FIESTAS S ANTONIO,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,47800104 - SITUADOS: CHURROS Y FREIDURIAS SIN NINGIN TIPO DE RELLENO,12/06/2019,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3138,CLUB OLIMPICO 64,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3139,GRUPO POLITICO CIUDADANOS,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,2018,5343,14/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3147,GRUPO PSOE,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,561004 - BAR RESTAURANTE,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,2018,5355,14/06/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3137,LOS MADRILEÑOS,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3489,MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N -,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,561005 - BAR CON COCINA,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3490,MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N - Nº 15,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,2018,5913,14/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2019,3140,SCOUT KIMBAL,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,561004 - BAR RESTAURANTE,12/06/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5911,ALGODON MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N - Nº 13,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,47800107 - SITUADOS: CONFITERIA Y FRUTOS SECOS Y PATATAS FRITAS,13/06/2018,No programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5341,GOFRES Y MOJITOS,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,13/06/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5356,GRUPO PP BAR FIESTAS S ANTONIO,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,561004 - BAR RESTAURANTE,13/06/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5909,MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N - Nº 11,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,13/06/2018,No programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5910,MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N - Nº 12,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,13/06/2018,No programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5912,MERCADILLO GLORIETA SAN ANTONIO DE LA FLORIDA S/N - Nº 14,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,561005 - BAR CON COCINA,14/06/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,5342,MESON ZURICH,GLORIETA SAN ANTONIO DE LA FLORIDA S/N 0 ,563005 - BAR SIN COCINA,14/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4253359,-3.7260271,Moncloa-Aravaca,,,
2018,1584,HORNO DE SANTA MARIA,GLORIETA SAN VICENTE NUM 1 ,"472403 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",13/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4206125,-3.7208519,Moncloa-Aravaca,,,
2019,4155,CAFETERIA,GLORIETA VALLE DE ORO NUM 3 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,06/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3885701,-3.7307756,Carabanchel,,,
2019,4156,CAFETERIA,GLORIETA VALLE DE ORO NUM 3 ,"472405 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",06/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3885701,-3.7307756,Carabanchel,,,
2019,4157,CAFETERIA,GLORIETA VALLE DE ORO NUM 3 ,472904 - COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,06/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3885701,-3.7307756,Carabanchel,,,
2019,4158,CAFETERIA,GLORIETA VALLE DE ORO NUM 3 ,561006 - CAFETERIA,06/06/2019,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.3885701,-3.7307756,Carabanchel,,,
2018,215,ALIMENTACION,GLORIETA VALLE DE ORO NUM 3 ,471104 - COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,07/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3885701,-3.7307756,Carabanchel,,,
2018,233,NEMRUT OPORTO,GLORIETA VALLE DE ORO NUM 4 ,561002 - RESTAURANTES DE COMIDA RAPIDA,09/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.38847,-3.73058,Carabanchel,,,
2018,5106,SITUADO PARQUE BERLIN S/N,PARQUE BERLIN S/N 0 ,47800102 - SITUADOS: CASTAÑAS Y/O TUBERCULOS ASADOS,27/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.450669,-3.6757038,Chamartín,,,
