year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2019,2353,FRESNO,CALLE MARIA TERESA NUM 9 ,561004 - BAR RESTAURANTE,14/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4360744,-3.6689374,Salamanca,,,
2019,4306,E.I. EL CASERIO,CALLE MARIA TERESA ROBLEDO NUM 3 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,08/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,7177,15/03/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.3874742,-3.6575021,Puente de Vallecas,Centro público,Infantil,
2019,1844,CARNICERIA DELGADO,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 10 B,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,29/04/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4224397,-3.6539569,Ciudad Lineal,,,
2019,4532,FRUTAS Y VERDURAS ANTONIO,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 10 B,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,29/04/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4224397,-3.6539569,Ciudad Lineal,,,
2019,4534,FRUTAS Y VERDURAS SELECTAS,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 10 B,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,29/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4224397,-3.6539569,Ciudad Lineal,,,
2019,4533,HERMANOS DIAZ HUEVOS AVES CAZA,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 10 B,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",29/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,7502,02/02/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4224397,-3.6539569,Ciudad Lineal,,,
2019,4484,CAFETERIA,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 50 ,561005 - BAR CON COCINA,19/02/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4257382,-3.6505811,Ciudad Lineal,,,
2019,4485,CAFETERIA ARGAYO RESTAURANTE,CALLE MARIA TERESA SAENZ DE HEREDIA NUM 50 ,561004 - BAR RESTAURANTE,12/02/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,2018,7428,01/10/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.4257382,-3.6505811,Ciudad Lineal,,,
2018,8527,HOLIDAY INN MADRID LAS TABLAS,CALLE MARIA TUBAU NUM 16 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,02/10/2018,Programada,Prioridad alta,Favorable condicionado,Alta,bares/restaurantes,,,,,,,,,40.512699,-3.6760553,Fuencarral-El Pardo,,,
2018,8528,HOLIDAY INN MADRID LAS TABLAS,CALLE MARIA TUBAU NUM 16 ,561004 - BAR RESTAURANTE,02/10/2018,Programada,Prioridad alta,Favorable condicionado,Alta,bares/restaurantes,,,,,,,,,40.512699,-3.6760553,Fuencarral-El Pardo,,,
2018,5150,MERCADONA,CALLE MARIA TUBAU NUM 26 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",03/09/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.5124159,-3.6778691,Fuencarral-El Pardo,,,
2018,5151,MERCADONA,CALLE MARIA TUBAU NUM 26 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,03/09/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.5124159,-3.6778691,Fuencarral-El Pardo,,,
2018,5152,MERCADONA,CALLE MARIA TUBAU NUM 26 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,03/09/2018,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.5124159,-3.6778691,Fuencarral-El Pardo,,,
2018,5153,MERCADONA,CALLE MARIA TUBAU NUM 26 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,03/09/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.5124159,-3.6778691,Fuencarral-El Pardo,,,
2018,5154,MERCADONA,CALLE MARIA TUBAU NUM 26 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,03/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.5124159,-3.6778691,Fuencarral-El Pardo,,,
2019,4098,F 10 BRADDOCK,CALLE MARIA TUBAU NUM 4 ,561004 - BAR RESTAURANTE,29/03/2019,Programada,Prioridad alta,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.5143556,-3.6727026,Fuencarral-El Pardo,,,
2018,5133,BOCATAS Y MAS,CALLE MARIA TUBAU NUM 5 ,561002 - RESTAURANTES DE COMIDA RAPIDA,20/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.5132776,-3.6729007,Fuencarral-El Pardo,,,
2018,4358,LA TASCA,CALLE MARIA ZAYAS NUM 11 ,563005 - BAR SIN COCINA,31/01/2018,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4593729,-3.7012778,Tetuán,,,
2019,4083,FRUTAS Y VERDURAS PRIMAVERA,CALLE MARIANO AGÜI NUM 5 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,11/06/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,6845,21/03/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4921674,-3.6869164,Fuencarral-El Pardo,,,
2019,1593,FARMACIA,CALLE MARIANO BENLLIURE NUM 14 ,"471901 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",20/02/2019,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.386913,-3.6699097,Puente de Vallecas,,,
2019,1804,BAR EL PALETO,CALLE MARIANO MATESANZ NUM 10 ,563005 - BAR SIN COCINA,25/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3533629,-3.6824599,Villaverde,,,
2018,7983,CHURRERIA SAN ISIDRO S.L.,CALLE MARIANO VELA NUM 29 ,"472908 - COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA CON OBRADOR",29/05/2018,No programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.3847482,-3.7104614,Usera,,,
2019,2707,BAR JACKY,CALLE MARIANO VELA NUM 47 ,561005 - BAR CON COCINA,01/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,4660,20/12/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.3834534,-3.7101524,Usera,,,
2018,281,O CANDIL DE OURO,CALLE MARIANO VELA NUM 52 ,561001 - RESTAURANTE,20/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3831328,-3.7102356,Usera,,,
2019,4682,PASTELERIA ANA,CALLE MARIANO VELA NUM 54 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",27/05/2019,No programada,Prioridad media,Favorable,Media,comercio,2018,7768,20/11/2018,No programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.3830419,-3.7102938,Usera,,,
2018,7767,PASTELERIA ANA,CALLE MARIANO VELA NUM 54 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,26/01/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.3830419,-3.7102938,Usera,,,
2018,7769,PASTELERIA ANA,CALLE MARIANO VELA NUM 54 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,20/11/2018,No programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.3830419,-3.7102938,Usera,,,
2018,6965,SALON DE BANQUETES,CALLE MARIANO VELA NUM 6 ,562101 - SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,22/11/2018,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.3856116,-3.7109635,Usera,,,
2019,3595,E.I. EL MAMUT,CALLE MARICARA NUM 32 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,06/05/2019,Programada,Prioridad alta,Desfavorable,Muy Alta,comedor social,,,,,,,,,40.33735,-3.67753,Villaverde,Centro público,Infantil,
2018,7780,ALIMENTACION SARA,CALLE MARINA LAVANDEIRA NUM 2 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",03/12/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3871561,-3.7417068,Carabanchel,,,
2018,7781,BAR,CALLE MARINA LAVANDEIRA NUM 7 ,561005 - BAR CON COCINA,06/08/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3872854,-3.7416361,Carabanchel,,,
2018,2226,DIA MARKET,CALLE MARINA USERA NUM 18 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",23/01/2018,Programada,Prioridad alta,Favorable,Alta,comercio,,,,,,,,,40.3812478,-3.7139466,Usera,,,
2018,2890,E.I. Y COMEDOR LA CIGÜEÑA,CALLE MARINA USERA NUM 28 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,15/11/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.3806936,-3.7139422,Usera,Centro privado,Infantil,
2018,7800,DIA MARKET,CALLE MARIO CABRE NUM 13 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",15/01/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4072002,-3.6361175,Moratalaz,,,
2018,4002,CAFETERIA LA PICOTA,CALLE MARISCAL GUTIERREZ DE OTERO NUM 1 ,561005 - BAR CON COCINA,07/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3454605,-3.7063556,Villaverde,,,
2019,4279,AUTOSERVICIO UDACO,CALLE MARISMAS NUM 13 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,27/02/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,7136,05/10/2018,No programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4032718,-3.6544106,Puente de Vallecas,,,
2018,4955,C.P. EL MADROÑO,CALLE MARISMAS NUM 14 C,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,10/05/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4022085,-3.6544713,Puente de Vallecas,Centro público,Secundaria,
2018,7135,BAR LAS MARISMAS,CALLE MARISMAS NUM 20 ,561004 - BAR RESTAURANTE,01/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4017273,-3.6538482,Puente de Vallecas,,,
2018,343,BAR LOS DOS HERMANOS,CALLE MARISMAS NUM 43 ,561006 - CAFETERIA,25/05/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.402153,-3.6537935,Puente de Vallecas,,,
2018,4059,CAFETERIA AZUCENA,CALLE MARISMAS NUM 59 ,561006 - CAFETERIA,01/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4017157,-3.6534339,Puente de Vallecas,,,
2019,2860,COMEDOR DEL COLEGIO PEDRO DUQUE,CALLE MARMOLINA NUM 5 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,31/05/2019,Programada,Prioridad alta,Favorable condicionado,Alta,comedor social,2018,4936,20/11/2018,Programada,Prioridad alta,Favorable,Alta,Empeora,40.397223,-3.6072888,Vicálvaro,Centro público,Centro Mixto,
2019,2242,SUPERSOL,CALLE MARQUES DE JURA REAL NUM 17 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,23/05/2019,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.391616,-3.7099654,Carabanchel,,,
2019,2243,SUPERSOL,CALLE MARQUES DE JURA REAL NUM 17 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,23/05/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.391616,-3.7099654,Carabanchel,,,
2019,2244,SUPERSOL,CALLE MARQUES DE JURA REAL NUM 17 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",23/05/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.391616,-3.7099654,Carabanchel,,,
2019,2245,SUPERSOL,CALLE MARQUES DE JURA REAL NUM 17 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,23/05/2019,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.391616,-3.7099654,Carabanchel,,,
2018,2186,CENTRO DIETETICO KENTIA,CALLE MARQUES DE JURA REAL NUM 9 ,472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,13/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3931689,-3.7083115,Carabanchel,,,
2019,3134,POINTER,CALLE MARQUES DE LA ENSENADA NUM 16 ,561004 - BAR RESTAURANTE,03/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4251625,-3.6917443,Centro,,,
2019,3649,RESTAURANTE PEYOTE SAN,CALLE MARQUES DE LA ENSENADA NUM 16 ,561001 - RESTAURANTE,19/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4251625,-3.6917443,Centro,,,
2018,5337,ROTULO NO INFORMADO,CALLE MARQUES DE LA ENSENADA NUM 16 ,561004 - BAR RESTAURANTE,28/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4251625,-3.6917443,Centro,,,
2019,1053,EL SUPREMO,CALLE MARQUES DE LA ENSENADA NUM 6 ,561005 - BAR CON COCINA,06/06/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,1628,28/05/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4239154,-3.6925997,Centro,,,
2018,5431,CAFETERIA COLEGIO SALESIANOS ATOCHA,CALLE MARQUES DE LA VALDAVIA NUM 2 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,18/12/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4063016,-3.6962013,Arganzuela,Centro privado,Centro Mixto,
2019,3834,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",29/04/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,2018,6467,19/12/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4576503,-3.6993218,Tetuán,,,
2019,3835,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,26/04/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4576503,-3.6993218,Tetuán,,,
2019,3836,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,30/01/2019,No programada,Prioridad baja,Desfavorable,Alta,comercio,2018,6468,19/12/2018,No programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4576503,-3.6993218,Tetuán,,,
2019,3837,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,30/01/2019,No programada,Prioridad baja,Desfavorable,Alta,comercio,2018,6469,19/12/2018,No programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4576503,-3.6993218,Tetuán,,,
2019,3838,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,"472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",30/01/2019,No programada,Prioridad baja,Desfavorable,Alta,comercio,2018,6470,19/12/2018,No programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4576503,-3.6993218,Tetuán,,,
2019,3839,SUPERMERCADO OKEY,CALLE MARQUES DE LEIS NUM 15 ,472207 - COMERCIO AL POR MENOR DE CASQUERIA,30/01/2019,No programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4576503,-3.6993218,Tetuán,,,
2019,4877,EL RINCON DE ANTONIO,CALLE MARQUES DE LOZOYA NUM 19 ,471104 - COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,06/06/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4185868,-3.6632329,Retiro,,,
2018,6240,CALI & CAR,CALLE MARQUES DE LOZOYA NUM 3 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,15/01/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4168383,-3.6648986,Retiro,,,
2018,6241,CALI & CAR,CALLE MARQUES DE LOZOYA NUM 3 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",15/01/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4168383,-3.6648986,Retiro,,,
2018,513,ESCUELA/COCINA INFANTIL NTRA. SRA. DE LA PROVIDENCIA,CALLE MARQUES DE PORTUGALETE NUM 12 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,05/12/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.446383,-3.645212,Ciudad Lineal,Centro privado,Infantil,
2018,7461,COLEGIO/COCINA COLEGIO AGORA,CALLE MARQUES DE PORTUGALETE NUM 17 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,06/06/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4467431,-3.6453048,Ciudad Lineal,Centro privado,Centro Mixto,
2019,1834,CARREFOUR EXPRESS,CALLE MARQUES DE SANTA ANA NUM 1 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",28/02/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,3058,12/03/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.423948,-3.7056008,Centro,,,
2018,5823,CARREFOUR EXPRESS (MOSTRADOR),CALLE MARQUES DE SANTA ANA NUM 1 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,12/03/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.423948,-3.7056008,Centro,,,
2018,5824,CARREFOUR EXPRESS (MOSTRADOR),CALLE MARQUES DE SANTA ANA NUM 1 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,12/03/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.423948,-3.7056008,Centro,,,
2018,5825,CARREFOUR EXPRESS (MOSTRADOR),CALLE MARQUES DE SANTA ANA NUM 1 ,"472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",12/03/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.423948,-3.7056008,Centro,,,
2018,5826,CARREFOUR EXPRESS (MOSTRADOR),CALLE MARQUES DE SANTA ANA NUM 1 ,472207 - COMERCIO AL POR MENOR DE CASQUERIA,12/03/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.423948,-3.7056008,Centro,,,
2018,7521,LA BERENJENA,CALLE MARQUES DE TOCA NUM 7 ,561006 - CAFETERIA,05/04/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4100239,-3.6960625,Centro,,,
2019,1287,LA CASA DEL BACALAO,CALLE MARQUES DE URQUIJO NUM 1 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,20/02/2019,No programada,Prioridad baja,Favorable,Baja,comercio,2018,2105,10/07/2018,Programada,Prioridad baja,Favorable,Baja,Sin cambios,40.4304031,-3.7164739,Moncloa-Aravaca,,,
2019,1288,LOS BOCADILLOS,CALLE MARQUES DE URQUIJO NUM 1 ,561005 - BAR CON COCINA,20/02/2019,Programada,Prioridad alta,Desfavorable,Muy Alta,bares/restaurantes,2018,2106,11/07/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4304031,-3.7164739,Moncloa-Aravaca,,,
2018,7674,ALIMENTACION,CALLE MARQUES DE URQUIJO NUM 10 ,471104 - COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,17/12/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.430458,-3.7173229,Moncloa-Aravaca,,,
2019,1814,TRATTORIA VECCHIA MILANO,CALLE MARQUES DE URQUIJO NUM 21 ,561001 - RESTAURANTE,13/05/2019,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4297203,-3.71862,Moncloa-Aravaca,,,
2018,2821,CRATERA,CALLE MARQUES DE URQUIJO NUM 22 ,561004 - BAR RESTAURANTE,07/06/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4300829,-3.7189772,Moncloa-Aravaca,,,
2018,6755,RESTAURANTE PUNTO BASICO,CALLE MARQUES DE URQUIJO NUM 23 ,561004 - BAR RESTAURANTE,17/07/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4295883,-3.718748,Moncloa-Aravaca,,,
2019,5118,RESTAURANTE MARQUES,CALLE MARQUES DE URQUIJO NUM 24 ,561004 - BAR RESTAURANTE,21/01/2019,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4299242,-3.7190549,Moncloa-Aravaca,,,
2018,8556,JOYAL II,CALLE MARQUES DE URQUIJO NUM 24 ,561004 - BAR RESTAURANTE,02/07/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4299242,-3.7190549,Moncloa-Aravaca,,,
2018,8637,BAZAR,CALLE MARQUES DE URQUIJO NUM 25 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",05/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4295688,-3.7188979,Moncloa-Aravaca,,,
2018,3253,FRUTERIA,CALLE MARQUES DE URQUIJO NUM 26 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,14/08/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4298283,-3.719288,Moncloa-Aravaca,,,
2018,1592,GRANIER PANADERIA CAFETERIA,CALLE MARQUES DE URQUIJO NUM 29 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,17/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4294362,-3.7193582,Moncloa-Aravaca,,,
2018,1593,GRANIER PANADERIA CAFETERIA,CALLE MARQUES DE URQUIJO NUM 29 ,561006 - CAFETERIA,21/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4294362,-3.7193582,Moncloa-Aravaca,,,
2018,2955,CAFE AND TE,CALLE MARQUES DE URQUIJO NUM 3 ,561006 - CAFETERIA,17/07/2018,No programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.430389,-3.7165616,Moncloa-Aravaca,,,
2018,2104,THE GRILL 35,CALLE MARQUES DE URQUIJO NUM 35 ,561004 - BAR RESTAURANTE,04/09/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4291868,-3.7196513,Moncloa-Aravaca,,,
2019,4034,ADEREZO 37,CALLE MARQUES DE URQUIJO NUM 37 ,561004 - BAR RESTAURANTE,26/03/2019,No programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,6754,04/09/2018,No programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4293066,-3.7198968,Moncloa-Aravaca,,,
2019,1292,PASTELERIA BOMBONERIA LA ORIENTAL,CALLE MARQUES DE URQUIJO NUM 38 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",26/03/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,2112,14/11/2018,Programada,Prioridad media,Favorable condicionado,Media,Mejora,40.42941,-3.72063,Moncloa-Aravaca,,,
2018,2113,BISTRO URQUIJO,CALLE MARQUES DE URQUIJO NUM 38 ,561004 - BAR RESTAURANTE,26/09/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.42941,-3.72063,Moncloa-Aravaca,,,
2018,6071,YAKITORO,CALLE MARQUES DE VALDEIGLESIAS NUM 3 ,561001 - RESTAURANTE,11/01/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4197666,-3.6973335,Centro,,,
